            JDUT ,            Calendar Date (UT ),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2460318.639152570, A.D. 2024-Jan-09 03:20:22.7820,  1.098937986650470E+05,  5.389620733682688E+05,  3.133537493079962E+04, -1.227946604378149E+00,  1.741538959031850E+00,  1.863328345678132E-01,  1.837749486030249E+00,  5.509434356052451E+05,  1.469331492519296E+00,
2460318.643753333, A.D. 2024-Jan-09 03:27:00.2880,  1.094054934252098E+05,  5.396531256450056E+05,  3.140940373988679E+04, -1.228896276870447E+00,  1.735406771487115E+00,  1.861334626025538E-01,  1.839694767940081E+00,  5.515266164504966E+05,  1.464872232703964E+00,
2460318.648354097, A.D. 2024-Jan-09 03:33:37.7940,  1.089168127540804E+05,  5.403417470227319E+05,  3.148335320305012E+04, -1.229835564183522E+00,  1.729308131520061E+00,  1.859336182111213E-01,  1.841634156038011E+00,  5.521080303753909E+05,  1.460441392764938E+00,
2460318.652954861, A.D. 2024-Jan-09 03:40:15.3000,  1.084277607493387E+05,  5.410279507491244E+05,  3.155722313529940E+04, -1.230764619072341E+00,  1.723242599620879E+00,  1.857333154058443E-01,  1.843567687734820E+00,  5.526876885953983E+05,  1.456038563811737E+00,
2460318.657555625, A.D. 2024-Jan-09 03:46:52.8060,  1.079383414486177E+05,  5.417117498987931E+05,  3.163101335713518E+04, -1.231683590912168E+00,  1.717209744448227E+00,  1.855325678038635E-01,  1.845495399904562E+00,  5.532656021650814E+05,  1.451663345061015E+00,
2460318.662156389, A.D. 2024-Jan-09 03:53:30.3120,  1.074485588308295E+05,  5.423931573764910E+05,  3.170472369439449E+04, -1.232592625791345E+00,  1.711209142632504E+00,  1.853313886395668E-01,  1.847417328895177E+00,  5.538417819812795E+05,  1.447315343631810E+00,
2460318.666757153, A.D. 2024-Jan-09 04:00:07.8180,  1.069584168173106E+05,  5.430721859204562E+05,  3.177835397812029E+04, -1.233491866601252E+00,  1.705240378583169E+00,  1.851297907764875E-01,  1.849333510539446E+00,  5.544162387863895E+05,  1.442994174345817E+00,
2460318.671357917, A.D. 2024-Jan-09 04:06:45.3240,  1.064679192736649E+05,  5.437488481046513E+05,  3.185190404433169E+04, -1.234381453121945E+00,  1.699303044310758E+00,  1.849277867191040E-01,  1.851243980162772E+00,  5.549889831707005E+05,  1.438699459540310E+00,
2460318.675958680, A.D. 2024-Jan-09 04:13:22.8300,  1.059770700101024E+05,  5.444231563429728E+05,  3.192537373401283E+04, -1.235261522107596E+00,  1.693396739236460E+00,  1.847253886236092E-01,  1.853148772596472E+00,  5.555600255763796E+05,  1.434430828874021E+00,
2460318.680559444, A.D. 2024-Jan-09 04:20:00.3360,  1.054858727833967E+05,  5.450951228917944E+05,  3.199876289285775E+04, -1.236132207389520E+00,  1.687521069986375E+00,  1.845226083125164E-01,  1.855047922186646E+00,  5.561293763001275E+05,  1.430187919109474E+00,
2460318.685160208, A.D. 2024-Jan-09 04:26:37.8420,  1.049943312977171E+05,  5.457647598525800E+05,  3.207207137119089E+04, -1.236993639932463E+00,  1.681675650258029E+00,  1.843194572813868E-01,  1.856941462802566E+00,  5.566970454956967E+05,  1.425970373977727E+00,
2460318.689760972, A.D. 2024-Jan-09 04:33:15.3480,  1.045024492051340E+05,  5.464320791731209E+05,  3.214529902394707E+04, -1.237845947831501E+00,  1.675860100788461E+00,  1.841159466962081E-01,  1.858829427840402E+00,  5.572630431750077E+05,  1.421777844153353E+00,
2460318.694361736, A.D. 2024-Jan-09 04:39:52.8540,  1.040102301076978E+05,  5.470970926526899E+05,  3.221844571037614E+04, -1.238689256510934E+00,  1.670074048984380E+00,  1.839120874230038E-01,  1.860711850240695E+00,  5.578273792133860E+05,  1.417609986859478E+00,
2460318.698962500, A.D. 2024-Jan-09 04:46:30.3600,  1.035176775581382E+05,  5.477598119437818E+05,  3.229151129398646E+04, -1.239523688748745E+00,  1.664317128845365E+00,  1.837078900296807E-01,  1.862588762493849E+00,  5.583900633512094E+05,  1.413466465793556E+00,
2460318.703563264, A.D. 2024-Jan-09 04:53:07.8660,  1.030247950607565E+05,  5.484202485549044E+05,  3.236449564244962E+04, -1.240349364746032E+00,  1.658588980810997E+00,  1.835033647949825E-01,  1.864460196649180E+00,  5.589511051966210E+05,  1.409346950970367E+00,
2460318.708164028, A.D. 2024-Jan-09 04:59:45.3720,  1.025315860730295E+05,  5.490784138523214E+05,  3.243739862739999E+04, -1.241166402192984E+00,  1.652889251620928E+00,  1.832985217174291E-01,  1.866326184320962E+00,  5.595105142273424E+05,  1.405251118575862E+00,
2460318.712764792, A.D. 2024-Jan-09 05:06:22.8780,  1.020380540057074E+05,  5.497343190637149E+05,  3.251022012445566E+04, -1.241974916335176E+00,  1.647217594162014E+00,  1.830933705233333E-01,  1.868186756699877E+00,  5.600682997941042E+05,  1.401178650813163E+00,
2460318.717365555, A.D. 2024-Jan-09 05:13:00.3840,  1.015442022243647E+05,  5.503879752798099E+05,  3.258296001302465E+04, -1.242775020035294E+00,  1.641573667336732E+00,  1.828879206751343E-01,  1.870041944558654E+00,  5.606244711223384E+05,  1.397129235765315E+00,
2460318.721966319, A.D. 2024-Jan-09 05:19:37.8900,  1.010500340503994E+05,  5.510393934573217E+05,  3.265561817619138E+04, -1.243566823856270E+00,  1.635957135889610E+00,  1.826821813826661E-01,  1.871891778261714E+00,  5.611790373150703E+05,  1.393102567215221E+00,
2460318.726567084, A.D. 2024-Jan-09 05:26:15.3960,  1.005555527618606E+05,  5.516885844211145E+05,  3.272819450062877E+04, -1.244350436111558E+00,  1.630367670290879E+00,  1.824761616093312E-01,  1.873736287772152E+00,  5.617320073550086E+05,  1.389098344527486E+00,
2460318.731167847, A.D. 2024-Jan-09 05:32:52.9020,  1.000607615932010E+05,  5.523355588644026E+05,  3.280068887667358E+04, -1.245125962804464E+00,  1.624804946807675E+00,  1.822698700606497E-01,  1.875575502651685E+00,  5.622833901045341E+05,  1.385116272735070E+00,
2460318.735768611, A.D. 2024-Jan-09 05:39:30.4080,  9.956566373772766E+04,  5.529803273538331E+05,  3.287310119799117E+04, -1.245893507848117E+00,  1.619268647102848E+00,  1.820633152175030E-01,  1.877409452078155E+00,  5.628331943109434E+05,  1.381156062109288E+00,
2460318.740369375, A.D. 2024-Jan-09 05:46:07.9140,  9.907026234771957E+04,  5.536229003307932E+05,  3.294543136159296E+04, -1.246653173059553E+00,  1.613758458213717E+00,  1.818565053333643E-01,  1.879238164849324E+00,  5.633814286075881E+05,  1.377217428145925E+00,
2460318.744970139, A.D. 2024-Jan-09 05:52:45.4200,  9.857456053584638E+04,  5.542632881127548E+05,  3.301767926766089E+04, -1.247405058211122E+00,  1.608274072441095E+00,  1.816494484411701E-01,  1.881061669387537E+00,  5.639281015152730E+05,  1.373300091449942E+00,
2460318.749570903, A.D. 2024-Jan-09 05:59:22.9260,  9.807856137508007E+04,  5.549015008965007E+05,  3.308984481959048E+04, -1.248149261082561E+00,  1.602815187225050E+00,  1.814421523593488E-01,  1.882879993749712E+00,  5.644732214452507E+05,  1.369403777611825E+00,
2460318.754171667, A.D. 2024-Jan-09 06:06:00.4320,  9.758226790007169E+04,  5.555375487593748E+05,  3.316192792382039E+04, -1.248885877509206E+00,  1.597381505040356E+00,  1.812346246982462E-01,  1.884693165631684E+00,  5.650167967005236E+05,  1.365528217099090E+00,
2460318.758772430, A.D. 2024-Jan-09 06:12:37.9380,  9.708568310776542E+04,  5.561714416614536E+05,  3.323392848977254E+04, -1.249615001429845E+00,  1.591972733286735E+00,  1.810268728660321E-01,  1.886501212375140E+00,  5.655588354779230E+05,  1.361673145145123E+00,
2460318.763373194, A.D. 2024-Jan-09 06:19:15.4440,  9.658880995827864E+04,  5.568031894477359E+05,  3.330584642975309E+04, -1.250336724946520E+00,  1.586588584160151E+00,  1.808189040766006E-01,  1.888304160974772E+00,  5.660993458702546E+05,  1.357838301616707E+00,
